Zaman damgası,Hangi üniversitede okuyorsun?,Hangi bölümde okuyorsun?,Derslerinin işlenme yöntemi aşağıdakilerden hangisi?,Derslerinin işleyişi aşağıdakilerden hangisi ile yapılıyor?,Derslerinin not değerlendirilmesinde vize ve final sınavlarına ek olarak farklı metotlar uygulanıyor mu?,Derslerin öğrenci etkileşimli mi işleniyor?,Bir sorun ile karşılaştığında öğretim üyeleri veya gerekli birimlere ulaşmak pandemi öncesine göre nasıl bir hal aldı?,Yukarıda vermiş olduğun cevaplara göre uzaktan eğitim sürecinin verimlilik puanı senin için kaç olurdu?
18.10.2020 22:44:28,İstanbul gelişim üniversitesi,Dış ticaret,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 22:45:30,Muğla Sıtkı Kocman Üniversitesi ,Bilişim Sistemleri Mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
18.10.2020 22:47:34,Muğla Sıtkı Koçman Üniversitesi,Bilişim Sistemleri Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 22:47:49,Muğla,Bilişim sistemleri mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 22:51:54,Muğla Sıtkı Koçman Üniversitesi,Bilişim Sistemleri Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
18.10.2020 22:54:29,Muğla Sıtkı Koçman Üniversitesi,Bilişim Sistemleri Mühendisliği Tezli Yüksek Lisans,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 22:56:00,Muğla Sıtkı Koçman Üniversitesi,Bilişim Sistemleri Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 22:59:04,Muğla sıtkı koçman üniversitesi ,Bilişim sistemleri mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 23:08:34,Çanakkale 18 mart,Bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 23:16:50,Biruni Üniversitesi,Beslenme ve Diyetetik,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 23:17:25,Fırat Üniversitesi ,Yazılım Mühendisliği ,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 23:21:18,Muğla Sıtkı Koçman Üniversitesi ,Bilişim sistemleri mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 23:22:38,Muğla Sıtkı Koçman Üniversirtesi,Bilişim sistemleri mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 23:22:58,Fırat üniversitesi,Yazılım mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 23:24:34,Yalova Üniversitesi,Bilgisayar Programcılığı,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 23:28:32,Muğla sıtkı koçman üniversitesi,Bilişim sistemleri mühendisliği,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 23:28:48,Fırat üniversitesi,Yazılım mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 23:30:52,Sakarya Üniversitesi,Coğrafya ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 23:31:27,Sakarya üniveristesi ,Coğrafya ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 23:32:20,Sakarya üniversitesi ,Coğrafya ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 23:50:50,Sakarya Üniversitesi ,Coğrafya Bölümü ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
18.10.2020 23:53:38,Bolu Abant İzzet Baysal Üniversitesi ,Gıda Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 23:56:30,Bolu Abant İzzet Baysal Üniversitesi ,Gıda Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
19.10.2020 00:06:40,Bolu Abant İzzet Baysal Üniversitesi ,Gıda Mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 00:11:33,Sakarya üniversitesi,Endüstri mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
19.10.2020 00:20:56,İstanbul esenyurt üniversitesi,Grafik tasarım,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,2
19.10.2020 00:25:23,Fırat Üniversitesi,Yazilim muhendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 00:36:46,Kastamonu Üniversitesi ,Elektrik Elektronik mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 00:40:45,BAİBÜ,Gıda mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
19.10.2020 00:46:45,Kütahya Dumlupınar Üniversitesi,Çocuk Gelişim,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 01:13:58,Sakara Üniversitesi,Coğrafya,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 01:20:35,Erciyes üniversitesi,Endüstriyel tasarım mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 01:29:59,Muğla Sıtkı Koçman Üniversitesi,Bilişim Sistemleri Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
19.10.2020 01:30:33,Muğla Sıtkı Koçman üniversitesi,Bilişim sistemleri mühendisliği,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 01:50:13,Mef Üniversitesi,Endüstri Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 02:02:46,Sakarya üniversitesi,Coğrafya,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 02:13:11,Sakarya üniversitesi ,Tarih ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 02:24:50,Selçuk Üniversitesi,Sanat Tarihi,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 03:43:28,Selçuk üniversitesi,Pazarlama,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
19.10.2020 06:45:54,Selçuk ,İc mimarlik ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 08:08:46,Muğla sıtkı koçman üniversitesi ,Bilişim sistemleri mühendisliği ,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 08:36:52,Anadolu üniversitesi ,Yönetim bilişim sistemleri ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 09:29:32,Selçuk üniversitesi ,Hemşirelik,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 09:59:40,Bülent ecevit üniversitesi ,Bilgisayar mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
19.10.2020 10:13:26,Sakarya üniversitesi ,Coğrafya ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 11:26:58,Sakarya Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
19.10.2020 12:31:30,Düzce üniversitesi ,Bilgisayar mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
19.10.2020 13:45:12,Sakarya Üniversitesi ,Bilgisayar mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
19.10.2020 13:57:43,Düzce Üniversitesi ,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
19.10.2020 14:09:30,TOBB ETÜ,Bilgisayar mühendisliği/ hazırlık,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
19.10.2020 14:11:07,yıldız teknik üniversitesi,endüstri mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
19.10.2020 14:21:18,Selçuk Üniversitesi ,Siyaset Bilimi ve Kamu Yönetimi ,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 14:35:27,İstanbul Teknik Üniversitesi,Elektronik ve Haberleşme Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
19.10.2020 15:07:35,İstanbul Kültür Üniversitesi,Bilgisayar mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 15:18:26,sivas cumhuriyet üniversitesi,bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
19.10.2020 15:29:57,Bolu Abant İzzet Baysal Üniversitesi,Bilgisayar mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 15:31:57,Karabük Üniversitesi,Mekatronik mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
19.10.2020 16:00:27,Selçuk Üniversitesi,Elektrik Elektronik Mühendisliği,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
19.10.2020 16:06:12,Giresun üniversitesi,Ebelik ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
19.10.2020 16:12:51,Ege Üniverstesi ,İstatistik ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 16:14:16,Erciyes üniversitesi,Endüstriyel tasarım mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
19.10.2020 16:19:04,Gazi Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
19.10.2020 16:20:03,Hacettepe üniversitesi,Bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
19.10.2020 16:25:15,Aydın Adnan Menderes Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
